Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Adj Close
2301.1897828808374,2311.1559577742146,2287.3368971049695,2306.322265625,5143193.0,0.0,0.0,RELIANCE.NS,
2311.4051879906997,2321.5207585134735,2301.1898583897923,2306.272705078125,5476841.0,0.0,0.0,RELIANCE.NS,
2309.21268584198,2316.936471663666,2304.2295982150863,2310.159423828125,2715513.0,0.0,0.0,RELIANCE.NS,
2300.2928535118463,2304.1296847385565,2287.2370674783124,2290.47607421875,3788439.0,0.0,0.0,RELIANCE.NS,
2298.7482004430535,2310.059663360405,2295.957622710706,2300.591796875,5118016.0,0.0,0.0,RELIANCE.NS,
2306.6213270583157,2341.752093976666,2305.1762803444967,2337.117919921875,4907059.0,0.0,0.0,RELIANCE.NS,
2335.9220923666358,2351.3696640641124,2330.241177800219,2341.453125,6277225.0,0.0,0.0,RELIANCE.NS,
2332.0849243141215,2349.5257303720264,2321.271527232294,2341.353515625,5075158.0,0.0,0.0,RELIANCE.NS,
2337.0680758682042,2346.585821812423,2328.098518220949,2336.121337890625,2964518.0,0.0,0.0,RELIANCE.NS,
2348.0309104162243,2351.718346629549,2333.380681327442,2347.283447265625,3964090.0,0.0,0.0,RELIANCE.NS,
2347.283458243549,2358.9937143243733,2313.1493075398694,2316.13916015625,4459160.0,0.0,0.0,RELIANCE.NS,
2304.17967497319,2313.9465751996213,2293.2168824019504,2298.349365234375,6016278.0,0.0,0.0,RELIANCE.NS,
2292.220344789285,2306.870573982146,2288.5329085497633,2291.323486328125,4456656.0,0.0,0.0,RELIANCE.NS,
2282.254075402044,2298.449109779897,2247.6216172709433,2255.544677734375,3926981.0,0.0,0.0,RELIANCE.NS,
2242.4393188501285,2273.4838575395443,2235.4131166106563,2250.3125,5810344.0,0.0,0.0,RELIANCE.NS,
2243.3858774983155,2250.3621996406914,2212.789770479714,2218.96875,7611267.0,0.0,0.0,RELIANCE.NS,
2232.4232060949603,2265.8098924361125,2228.386856545976,2258.135986328125,5885542.0,0.0,0.0,RELIANCE.NS,
2266.308204603041,2317.1356973184124,2262.2718550479735,2304.677978515625,8406652.0,0.0,0.0,RELIANCE.NS,
2320.125592797878,2320.125592797878,2275.1780451991026,2280.1611328125,6404219.0,0.0,0.0,RELIANCE.NS,
2281.406812021959,2309.6610149678804,2267.504046808416,2289.62890625,5154595.0,0.0,0.0,RELIANCE.NS,
2306.122947449328,2316.4380355960407,2300.143242625683,2312.351806640625,5281052.0,0.0,0.0,RELIANCE.NS,
2319.3281467118472,2327.0519321682564,2307.91692524889,2311.853515625,4425078.0,0.0,0.0,RELIANCE.NS,
2324.4110901862855,2332.08499642609,2317.733801466321,2331.08837890625,5323652.0,0.0,0.0,RELIANCE.NS,
2326.1550262088117,2331.1879930340265,2311.7040730696694,2315.939697265625,3480102.0,0.0,0.0,RELIANCE.NS,
2324.1120682753462,2333.081626000251,2313.8967386442046,2327.998779296875,3942247.0,0.0,0.0,RELIANCE.NS,
2327.9490906176743,2327.998726840945,2296.406000673612,2302.734619140625,7256805.0,0.0,0.0,RELIANCE.NS,
2297.7515962967027,2308.5151142899554,2290.276964817336,2307.06982421875,3867477.0,0.0,0.0,RELIANCE.NS,
2315.042726811188,2316.7371712374807,2303.8806593131744,2306.77099609375,1927405.0,0.0,0.0,RELIANCE.NS,
2332.0849389127807,2353.9606442708155,2319.1289114743763,2348.479248046875,6110324.0,0.0,0.0,RELIANCE.NS,
2343.14746190089,2366.119300235067,2339.0113533570325,2352.71484375,6567455.0,0.0,0.0,RELIANCE.NS,
2344.9410931678135,2365.2223555354067,2344.094114326947,2347.582275390625,3879317.0,0.0,0.0,RELIANCE.NS,
2340.6059776838074,2350.4225136479804,2328.4969295903884,2341.4033203125,2245093.0,0.0,0.0,RELIANCE.NS,
2357.997003070821,2379.922588052883,2352.2165729125863,2370.853271484375,4107225.0,0.0,0.0,RELIANCE.NS,
2366.9665240485474,2386.3506854456873,2364.1759464309166,2380.121826171875,4267407.0,0.0,0.0,RELIANCE.NS,
2380.1218603974817,2391.8819955385097,2380.1218603974817,2387.397216796875,4265771.0,0.0,0.0,RELIANCE.NS,
2383.510464680124,2394.4732569701796,2382.9622764026585,2385.802490234375,3374743.0,0.0,0.0,RELIANCE.NS,
2385.802472513244,2391.5829025225735,2367.21565395818,2386.30078125,6896087.0,0.0,0.0,RELIANCE.NS,
2399.8549462757396,2403.79153674807,2389.9386507877716,2392.57958984375,6265653.0,0.0,0.0,RELIANCE.NS,
2386.5998548288603,2392.579559769333,2361.8836924119414,2369.408203125,14219992.0,0.0,0.0,RELIANCE.NS,
2369.9565015096787,2388.2941668531244,2369.5579518210584,2386.201416015625,7171421.0,0.0,0.0,RELIANCE.NS,
2441.7129226171446,2441.7129226171446,2390.4868794440863,2412.013671875,7795495.0,0.0,0.0,RELIANCE.NS,
2430.7501664492743,2432.5940062138816,2413.458754901164,2429.50439453125,6346812.0,0.0,0.0,RELIANCE.NS,
2438.8227458295073,2464.5851618380098,2426.763576930334,2452.775390625,8211221.0,0.0,0.0,RELIANCE.NS,
2451.6789865578335,2452.625724495371,2433.7398720220444,2448.739013671875,4071048.0,0.0,0.0,RELIANCE.NS,
2455.5160582324074,2468.3224467718587,2436.729721540008,2447.443359375,5102447.0,0.0,0.0,RELIANCE.NS,
2447.6924841797754,2459.2533440531283,2444.1045639943045,2451.03125,3533069.0,0.0,0.0,RELIANCE.NS,
2451.6789347147806,2456.612142444843,2411.9636318813846,2415.8505859375,4598562.0,0.0,0.0,RELIANCE.NS,
2413.807510919098,2430.102303869931,2398.1606653122712,2425.717041015625,5015591.0,0.0,0.0,RELIANCE.NS,
2445.6993709996414,2466.578459183638,2434.3876649284616,2455.81494140625,8486177.0,0.0,0.0,RELIANCE.NS,
2469.6181263548015,2491.5437110117045,2461.695066016747,2487.15869140625,7966076.0,0.0,0.0,RELIANCE.NS,
2487.1586696930417,2526.3255418363615,2482.5242524421296,2512.47265625,7082594.0,0.0,0.0,RELIANCE.NS,
2546.3576541199077,2565.1936271121294,2516.6584046378553,2549.447265625,8410302.0,0.0,0.0,RELIANCE.NS,
2562.353460685679,2590.0594757258937,2511.4760888731225,2518.601806640625,8868361.0,0.0,0.0,RELIANCE.NS,
2518.4525220305813,2564.79523761207,2509.7321185609467,2553.88232421875,6882727.0,0.0,0.0,RELIANCE.NS,
2550.942262558792,2572.1700207587332,2539.0324887248244,2556.373779296875,8270892.0,0.0,0.0,RELIANCE.NS,
2559.313779292637,2583.1827201211277,2554.0316577985773,2569.329833984375,3732832.0,0.0,0.0,RELIANCE.NS,
2573.2664054169704,2591.105761482585,2564.396606922523,2578.10009765625,4602078.0,0.0,0.0,RELIANCE.NS,
2581.040090535721,2603.1649507188354,2578.1001175276974,2596.73681640625,6151318.0,0.0,0.0,RELIANCE.NS,
2602.2679918438,2605.1580852015336,2570.5755074083013,2576.206298828125,5432292.0,0.0,0.0,RELIANCE.NS,
2571.82138413127,2598.0324735114523,2564.446268510915,2581.488525390625,2015270.0,0.0,0.0,RELIANCE.NS,
2576.2563272824937,2606.154853324457,2564.296916865708,2602.865966796875,3724400.0,0.0,0.0,RELIANCE.NS,
2601.1716500505563,2625.090469821136,2568.482547701134,2574.56201171875,4518768.0,0.0,0.0,RELIANCE.NS,
2579.2460552857037,2601.022244693544,2570.376256981011,2587.86669921875,4806389.0,0.0,0.0,RELIANCE.NS,
2594.0955818895573,2610.9884430912994,2589.2122534871983,2598.87939453125,4043203.0,0.0,0.0,RELIANCE.NS,
2601.1716777447664,2623.0473832298862,2560.260480663633,2578.598388671875,3867326.0,0.0,0.0,RELIANCE.NS,
2591.20552581864,2597.98257354913,2568.482597929266,2571.771484375,2701537.0,0.0,0.0,RELIANCE.NS,
2568.2833912339324,2650.006029216541,2566.34003570097,2641.13623046875,5551370.0,0.0,0.0,RELIANCE.NS,
2650.0059487620665,2715.7827041657133,2648.012713749835,2710.600341796875,11862926.0,0.0,0.0,RELIANCE.NS,
2710.6003303626626,2737.3593643001022,2682.3960063955947,2732.177001953125,7506082.0,0.0,0.0,RELIANCE.NS,
2740.6982268644088,2783.453021877562,2722.75911119766,2778.81884765625,4305297.0,0.0,0.0,RELIANCE.NS,
2770.546792423312,2783.1541498871384,2731.728589153576,2739.95068359375,4534512.0,0.0,0.0,RELIANCE.NS,
2709.8028555977385,2763.1717688863932,2700.8831780534183,2713.938720703125,6098691.0,0.0,0.0,RELIANCE.NS,
2693.6578583166165,2732.7252160982366,2693.3588244002494,2726.645751953125,5139719.0,0.0,0.0,RELIANCE.NS,
